source_text,target_text,id,modern_source_text
"ao chegarem os pescadores, repartem sempre com suas amantes ruins seu pescado, pelas costas de seus senhores","pindaîtykara îepotasápe, memẽ o agûasá-poxy supé oîmoîa'ok o embiara, o îara kupébo nhẽ",255,"ao chegarem os pescadores, repartem sempre com suas amantes ruins seu pescado, pelas costas de seus senhores"
que me livre deus das lembranças ruins,ta xe pysyrõ tupã ma'enduasabaíba suí,256,que Deus me livre das lembranças ruins
em seu rosto ficando a cuspir,sobá resé onhenomũ-nomuna,257,em seu rosto ficando a cuspir
"pronto, meu senhor, voei","irõ, xe îar, abebé",258,"pronto, meu senhor, voei"
quando cumprirás isso que tu dizes?,erimba'epe aîpó nde 'îaba ereîmopóne?,259,quando você cumprirá isso que você diz?
querendo estar em cima deles,i 'ari oîkó-potá,260,querendo estar em cima deles
os cristãos como uma unidade,i mongaraibypyretá oîepegûasu îasûá,261,os cristãos como uma unidade
como uma luz de fogo,tatá-endy îabé,262,como uma luz de fogo
está pronto o goitacá ou o filho do guaianá?,sekoaûîépe gûaîtaká koîpó gûaîanã ra'yra?,263,está pronto o goitacá ou o filho do guaianá?
"creio em deus pai, o que pode fazer todas e quaisquer coisas","arobîar tupã tuba, opakatu mba'e tetiruã monhanga e'ikatuba'e",264,"creio em Deus Pai, o que pode fazer todas e quaisquer coisas"
cortei um pedaço,asykûera aîasy'ab,265,cortei um pedaço
minha ausência,xe roŷpyre'yma,266,minha ausência
"mas sempre, com certeza, a vossas almas querem bem, guiando-as","memẽ-te, nipó, pe 'anga amotá, i pokoka",267,"mas sempre, com certeza, as suas almas querem bem, guiando-as"
"olhe bem que, por isso mesmo, o maldito ataca o homem",nd'e'i te'e moxy keteté abá ropenhana,268,"olhe bem que, por isso mesmo, o maldito ataca o homem"
não se separam na guerra,n'i xandoki marana ri,269,não se separam na guerra
replico a pero aînhe'ẽ-poepyk pero - replico as palavras de pero,aîpoepyk pero,270,replico as palavras de pero
"logo então, em um momento, leva-o para sempre para o fogo",a'eîbé korite'ĩ-aíb-eté serasóû aûîeramanhẽ tatápe,271,"logo então, em um momento, leva-o para sempre ao fogo"
eu mesmo pus gente no desejo sensual,xe aé aporomoingó moropotara resé,272,eu mesmo coloquei pessoas no desejo sensual
como que do fundo emergi,ypy suí berame'ĩ abur,273,como se eu tivesse emergido do fundo
"após morrer seu filho, ama todos os homens",o membyra re'õ ré opabĩ abá raûsubi,274,"após a morte de seu filho, ama todos os homens"
ao longo das pedras,itá ybyri,275,ao longo das pedras
pintura dele,i kûatiara,276,pintura dele
eu estava sobrecarregado,xe posakar,277,eu estava sobrecarregado
"passaste a mão nas tuas pudendas, abrindo-as, alargando-as?","erepokokype nde rapopé resé i pekábo, i pypirá?",278,"você passou a mão nas suas pudendas, abrindo-as, alargando-as?"
irritastes o senhor jesus,pemoŷrõ pa'i îesu,279,você irritou o senhor Jesus
a morte está igualmente entre os moços e entre os velhos,oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé,280,a morte está igualmente entre os jovens e entre os velhos
aperta a cabeça do maldito,oîopyk muru akanga,281,aperte a cabeça do maldito
fulano está muito atrás de mim,xe resé-katu ahẽ rekóû,282,fulano está muito atrás de mim
logo então,a'ereme bé,283,logo então
var de farinha de mandioca,u'i-puku,284,farinha de mandioca
ele tem olhos claros como seu pai,og uba rupi ahẽ resá-tingamo,285,ele tem olhos claros como seu pai
apazigua seu filho que está irado,o membyra i nhemoŷrõba'e oîmonhyrõ,286,acalme seu filho que está irado
"rio abaixo, a jusante",y-embykoty,287,"rio abaixo, a jusante"
convidando os homens todos,apŷaba sogûabo pá,288,convidando todos os homens
visitaste o buraco do covo de alguém?,ereîosubype abá îeke'i kûara?,289,você visitou o buraco do covo de alguém?
eu sou molengão,xe rekombegûé,290,eu sou molengão
"contudo, após sua morte, no terceiro dia voltou a viver","aûîeté, gûe'õ ré, 'ara mosapyra resé bé sekobeîebyri",291,"contudo, após sua morte, no terceiro dia voltou a viver"
linha delgada para coser,inimbó'i,292,linha delgada para costurar
não acato essa sua boa lei,n'aîari kó sekó-angaturama,293,não aceito essa sua boa lei
que acabem logo meus afazeres,t'osyk esapy'a xe rekó,294,que acabem logo meus afazeres
visitando o interior de todas as ocas,opá okybỹnha supa,295,visitando o interior de todas as ocas
hoje mesmo,kori é,296,hoje mesmo
em abrigo,ãme,297,em abrigo
e todas as coisas futuramente queimarão?,a'epe opá irã mba'e kaîne?,298,e todas as coisas futuramente queimarão?
eu tenho secura na garganta,xe aseó-tining,299,eu tenho secura na garganta
"amam-se muito, por dever, os que se casaram?",oîoaûsu-katupe amẽ oîopopysykyba'epûera?,300,"amam-se muito, por dever, aqueles que se casaram?"
"ah, eu sou muito miserável após me entregar para o diabo!",xe poreaûsubetekatu anhanga supé xe nheme'eng'iré mã!,301,"ah, eu sou muito miserável após me entregar ao diabo!"
mentiras levantam,mo'ema kó omopu'ã,302,mentiras se levantam
"imediatamente, água e sangue dele vazaram, escorrendo","aûnhenhẽ 'y sugûy abé i xuí i 'emi, osyryka",303,"imediatamente, água e sangue dele vazaram, escorrendo"
"estava longe tua lembrança das coisas, estando a devanear?",oîkó kûepe mba'e resé nde ma'enduara enhemongetábo ekupa?,304,"estava longe a sua lembrança das coisas, enquanto estava a devanear?"
eu estou ficando pensativo,apyk gûitekóbo,305,eu estou ficando pensativo
o que eu tomo,xe remiîara,306,o que eu tomo
vôo como este vento,abebé kó ybytu îá,307,vôo como este vento
"tu tens olhos concupiscentes, olhando para alguém?",nde resá-poropotápe amõ resé ema'ẽmo?,308,"você tem olhos concupiscentes, olhando para alguém?"
por isso mesmo todos os homens ficarão pálidos de aflição,nd'e'i te'e opá abá robaîubamo tekotebẽ suíne,309,por isso mesmo todos os homens ficarão pálidos de aflição
desconjuntei-me o pé,aîepy-mongaraû,310,desconjuntei o pé
carpi,akapir,311,carpi
tiveste relações sexuais com uma mulher casada?,ereîkópe kunhã-mendara resé?,312,você teve relações sexuais com uma mulher casada?
não te denunciarei,nd'oromombe'uî xóne,313,não vou te denunciar
"nas minhas mãos, somente, levei-as",xe pópe nhote arasó,314,"nas minhas mãos, somente, levei-as"
era muito grande por isso mesmo ficava caindo com ela,turusukatu nd'e'i te'e sero'a-ro'a,315,"era muito grande, por isso mesmo ficava caindo com ela"
cerca feita de ramas,ybyrá-pokanga,316,cerca feita de ramos
fizeste tua companheira uma prostituta?,ereîmosugûaraîype nde rapixarĩ?,317,você fez da sua companheira uma prostituta?
roço a mata,aka'agûyrok,318,roço a mata
apaga o fogo,emogûeb tatá,319,apaga o fogo
"rio acima, a montante",y-anhangoty,320,"rio acima, a montante"
calos dos pés,mby piru'a,321,calos dos pés
"a sem-filhos, a fêmea estéril",membyre'yma,322,"a sem-filhos, a fêmea estéril"
tomaste-o depois de comer ou depois de engolir alguma coisa?,ereîápe nde mba'e 'u roîré koîpó mba'e amõ mokon'iré?,323,você tomou isso depois de comer ou depois de engolir alguma coisa?
"tu me alegras muito, narrando assim os fatos","xe moory-katu îepé, inã tekó mombegûabo",324,"você me alegra muito, narrando assim os fatos"
hei de comer seus miolos,i aputu'uma t'a'u,325,hei de comer seus miolos
matamo-nos um ao outro,oroîoîuká,326,matamo-nos um ao outro
aproxima-se minha ida,okakar xe sorama,327,aproxima-se minha ida
em sua própria casa o desejo sensual consentindo,og okype îopotara repîakĩamo,328,"em sua própria casa, o desejo sensual consentindo"
"depressa, arrastam-me fortemente","taûîé, xe rekyî-atã",329,"depressa, arrastam-me fortemente"
acende o fogo,emoendy tatá,330,acenda o fogo
o que tem relações sexuais com uma solteira transgride muito a palavra de deus,mene'yma resé oîkoba'e oîaby-eté tupã nhe'enga,331,quem tem relações sexuais com uma solteira transgride muito a palavra de Deus
"aonde chegaram com nosso senhor, enfim?",mamõpe ybŷá îandé îara rerobasemi ko'yté?,332,"onde chegaram com nosso Senhor, enfim?"
melado ou mel de cana-de-açúcar,u'ubae'ẽ eíra,333,melado ou mel de cana-de-açúcar
"ainda, ainda me odeia fulano",a'é byter aîpó gûi'îabo - ainda digo isso e'i byté-byterĩ ahẽ xe amotare'yma,334,"ainda, ainda me odeia fulano"
vê minha doença para que te compadeças de minha alma,esepîak xe mara'ara t'eresaûsubar xe 'anga,335,veja minha doença para que você se compadeça de minha alma
essa fez assim,emonã ûĩ sekóû,336,essa fez assim
eis que aqui estou para te procurar,kó xe rekóû nde reká,337,eis que aqui estou para te procurar
brilhou formosamente,oberab-aysó,338,brilhou formosamente
"contando-o, digo-o e desdigo-o",arekorekó i mombegûabo,339,"contando-o, digo e desdigo"
"nossa companheira de guerras, causa de nossa bravura","îandé maranirũ, îandé abaîtéba",340,"nossa companheira de guerras, causa de nossa bravura"
meto-o pelo pescoço,aîmondeb o aîurybo,341,meto pelo pescoço
os que andam pelo caminho,pé rupi ogûataba'e,342,os que andam pelo caminho
estraguei-a,aîmoaikatu,343,estraguei
"oh, então assim é, na verdade!","tó, inã îepé ra'e!",344,"oh, então assim é, na verdade!"
"pão celestial, comida dos anjos","miapé-ybakygûara, apŷabebé remi'u",345,"pão celestial, comida dos anjos"
oxalá ele viesse!,our be'ĩmo mã!,346,oxalá ele viesse!
todos vão em procissão,opabenhẽ gûá sóû îebyîebybo,347,todos vão em procissão
eu tinha-me esquecido por causa da muita aflição,xe resaraî tekotebẽ-eté suí!,348,eu tinha me esquecido por causa da muita aflição
ficando a confundir as pessoas,o poromonã-monana,349,ficando a confundir as pessoas
a vida eterna que eles terão no céu é a que mudará?,oîekûabokyba'eramape tekopuku ybakype semierekorama?,350,a vida eterna que eles terão no céu é a que mudará?
a segunda dele é a satisfação dos cônjuges,i momokõîndûara mendara moîekosupaba,351,a segunda dele é a satisfação dos cônjuges
de cada um de vós o senhor deus encarregou um anjo,pe îabi'õ pa'i tupã karaibebé moingóû,352,de cada um de vocês o Senhor Deus encarregou um anjo
"que sejamos corajosos, sim, suportando as coisas dolorosas como tu","t'oré pyatã, angá, mba'easy porarábo nde îá",353,"que sejamos corajosos, sim, suportando as coisas dolorosas como você"
por isso mesmo quiseram igualar-se todos a seu criador?,nd'e'i te'e serã oîemoîoîá-pá-potá o monhangara resé?,354,por isso mesmo quiseram igualar-se todos ao seu criador?
"leva minha alma que te ama, fazendo-a subir contigo",xe 'anga nde raûsupara erasó seroîeupi,355,"leva minha alma que te ama, fazendo-a subir contigo"
folha tenra,sokyra,356,folha tenra
a causa de fuga do diabo é a água benta,anhanga nhegûasembaba 'ykaraíba,357,a causa da fuga do diabo é a água benta
enfeites do rosto,tobá posanga,358,enfeites do rosto
ele o faz em muito tempo,e'i ymuanĩ ahẽ i monhanga,359,ele o faz em muito tempo
"tomou-o como substituto de judas, que entregara deus-filho",îudas tupã ta'yra me'engarûera rekobîaramo tari,360,"tomou-o como substituto de Judas, que entregou o Deus-filho"
"em dois dias e no tempo de se fazer o terceiro, voltou a viver",ara mokõî i momosapysaba pupé o ekobeîebyri,361,"em dois dias e no tempo de se fazer o terceiro, voltou a viver"
"tinha também fome, tinha também sede como nós?","i ambyasy bépe, i 'useî bépe asé îabé?",362,"tinha também fome, tinha também sede como nós?"
vem para o meu lado!,eîori xe posé,363,vem para o meu lado!
não ia para o céu outrora a alma de nenhum homem?,abá 'angûera amõ soe'ymi ybakype erimba'e?,364,não ia para o céu outrora a alma de nenhum homem?
"ah, que bom seria a morte do fulano por aí!",marãîasûaramo ahẽ kûepe se'õ mã!,365,"ah, que bom seria a morte do fulano por aí!"
"eis que percebendo isso, deixei ontem minha casa","kó anga andupa, aseîá kûesé xe roka",366,"eis que percebendo isso, deixei ontem minha casa"
do lado de fora dele,i apé koty,367,do lado de fora dele
sua mãe nem sequer sangrou,i xy na sugûyî tiruã,368,sua mãe nem sequer sangrou
"não há ali choro, não há doença, não há fome, sede também não há","n'i tybi a'epe îase'o, mba'easy n'i tybi, n'i tybi ambyasy, 'useîa bé n'i tybi",369,"não há ali choro, não há doença, não há fome, sede também não há"
coisas que costuma sofrer,mba'e o emimboraratyba,370,coisas que costuma sofrer
"ambas estas mãos, o número dez",opá kó mbó,371,"ambas estas mãos, o número dez"
pus as bordas dela,asembe'y-rung,372,pus as bordas dela
fi-lo emagrecer,aîmoangaîbar,373,fiz ele emagrecer
vivo retirando-as [quando são muitas coisas],anosẽ-sem,374,vivo retirando-as [quando são muitas coisas]
mentira),temo'ema,375,mentira)
"vinde, levai os malditos, erguendo-os para sapecá-los em nosso fogo, moqueando-os","peîori, perasó muru, supi îandé ratápe sapeka, i monga'ẽmo",376,"venham, levem os malditos, erguendo-os para queimá-los em nosso fogo, moqueando-os"
foste traidor de tua esposa?,eremondarõpe nde remirekó suí?,377,você foi traidor de sua esposa?
"são famosos esses moçacaras, que são uns beberrões","serapûan kó mosakara, i kaûĩgûasuba'e",378,"são famosos esses moçacaras, que são uns beberrões"
por acaso trouxeste muitas coisas?,ereruretá serã?,379,por acaso você trouxe muitas coisas?
eu estou-me amancebando,xe agûasá gûitekóbo,380,eu estou me amancebando
deleita-me muito,xe moapysy-katu,381,me deleita muito
canavial,takûare'ẽ-ndyba,382,canavial
"que sejamos corajosos, sim, suportando as coisas dolorosas","t'oré pyatã, angá, mba'easy porarábo",383,"que sejamos corajosos, sim, suportando as coisas dolorosas"
"água cheia grande, maré alta",ty-apogûasu,384,"água cheia grande, maré alta"
eu sou preto,xe run,385,eu sou preto
rodeei-o,anhaman,386,rodeei-o
veio um grande chefe de longe para te procurar,oú tubixá-katu mamõ suí nde reká,387,veio um grande chefe de longe para te procurar
todos os seus discípulos para tuas mãos fazendo passar,opá o boîá nde pópe i mongûapa,388,todos os seus discípulos para suas mãos fazendo passar
fica! somente quando bebes cauim tu queres ser valente? palermão! centopéia!,epytá! kagûápe nhõ nde ratãngatu-potá? manemusu! ambu'a!,389,fica! somente quando você bebe cauim você quer ser valente? palermão! centopéia!
eu sou ciumento,xe rygûyrõbor,390,eu sou ciumento
"assim, na verdade, eu determinei",emonã nakó xe rekopotari,391,"assim, na verdade, eu determinei"
forno para potes,kamusi rapŷaba,392,forno para potes
invocam as mulheres o pajé caruara,osekyî kunhã maîé karûara,393,as mulheres invocam o pajé caruara
querendo o abrandamento de nossa doença,asé mba'easy arybé potá,394,querendo o alívio de nossa doença
ajudaste alguém num roubo?,ereîpytybõpe abá mondá resé?,395,você ajudou alguém em um roubo?
"sim, eis aqui também minhas garras","îé, kó bé xe pûãpẽ",396,"sim, aqui estão também minhas garras"
fá-lo sofrer o frio,îaîmomboreaûsu ro'y,397,fazê-lo sofrer o frio
